model,topic_id,top_words
SBERT+HDBSCAN,287,"coronavirus, andrews, daniel, victoria, covid, restrictions, premier, live, australia, news"
SBERT+HDBSCAN,288,"new, zealand, coronavirus, covid, cases, australia, auckland, ardern, jacinda, restrictions"
SBERT+HDBSCAN,289,"antarctica, ice, antarctic, glacier, iceberg, iceland, arctic, shelf, sea, nasa"
SBERT+HDBSCAN,290,"calls, relationship, questions, phone, does, action, life, change"
SBERT+HDBSCAN,291,"mokbel, tony, prison, mokbels, attackers, lawyer, barwon, hospital, conviction, stabbing"
SBERT+HDBSCAN,292,"australia, ambassador, french, france, relationship, minister, new, australian, national, president"
SBERT+HDBSCAN,293,"minister, apology, calls, ministers, rejects, says, prime, apologises, allegations, apologise"
SBERT+HDBSCAN,294,"cormann, mathias, speaks, says, joins, insiders, finance, minister, government, flights"
SBERT+HDBSCAN,295,"marie, smith, ann, police, care, investigating, carer, provider, elizabeth, dying"
SBERT+HDBSCAN,296,"childcare, child, parents, care, free, labor, new, federal, subsidy, election"
SBERT+HDBSCAN,297,"water, outlook, climate, july, june, august, september, october, april, nov"
SBERT+HDBSCAN,298,"trudeau, justin, canadian, minister, ministers, canada, prime, says, trump, ban"
SBERT+HDBSCAN,299,"chapo, cartel, mexico, police, mexican, president, killed, trump, northern, ireland"
SBERT+HDBSCAN,300,"accc, viagogo, misleading, optus, fined, ticket, consumers, google, court, customers"
SBERT+HDBSCAN,301,"cyber, data, security, attack, breach, government, hack, attacks, hacked, australian"
SBERT+HDBSCAN,302,"scam, scammers, online, scams, fraud, million, coronavirus, couple, police, alleged"
SBERT+HDBSCAN,303,"lawyer, royal, commission, police, informer, faruk, revealed, overland, simon, victoria"
SBERT+HDBSCAN,304,"gobbo, nicola, lawyer, commission, royal, police, informer, evidence, hears, spurrier"
SBERT+HDBSCAN,305,"landslide, indonesia, floods, flooding, people, dead, landslides, sulawesi, earthquake, cambodia"
SBERT+HDBSCAN,306,"earthquake, magnitude, turkey, shaking, shakes, strikes, hits, new, croatia, felt"
SBERT+HDBSCAN,307,"crocodile, croc, crocodiles, attack, saltwater, queensland, darwin, dead, river, irwin"
SBERT+HDBSCAN,308,"dinosaur, dinosaurs, fossil, new, fossils, jurassic, prehistoric, footprints, rex, largest"
SBERT+HDBSCAN,309,"compensation, wage, theft, workers, case, action, class, court, stolen, wages"
SBERT+HDBSCAN,310,"shorten, election, campaign, federal, insiders, says, budget, robodebt, takes, melbourne"
SBERT+HDBSCAN,311,"islands, solomon, australia, australian, bombs, election, diplomatic, confidence, troops, unexploded"
SBERT+HDBSCAN,312,"steggall, zali, abbott, warringah, tony, obrien, kerry, seat, abbotts, speech"
SBERT+HDBSCAN,313,"whistleblower, ato, says, sues, whistleblowers, university, boyle, richard, complaint, trump"
SBERT+HDBSCAN,314,"racism, australia, racist, australian, allegations, stereotypes, report, sydney, melbourne, racial"
SBERT+HDBSCAN,315,"gunner, michael, minister, chief, budget, labor, government, says, home, construction"
SBERT+HDBSCAN,316,"dutton, peter, turnbull, malcolm, calls, minister, party, parliament, dickson, home"
SBERT+HDBSCAN,317,"kimberley, cattle, indigenous, wet, remote, station, creek, company, pastoralists, east"
SBERT+HDBSCAN,318,"parking, surfers, paradise, fines, car, council, drivers, free"
SBERT+HDBSCAN,319,"phone, mobile, phones, schools, ban, technology, school, know, australia, use"
SBERT+HDBSCAN,320,"everest, nepal, mount, himalayas, climbers, bodies, australian, snow, avalanche, missing"
SBERT+HDBSCAN,321,"paul, corruption, whyte, ccc, guilty, health, public, charges, sector, allegations"
SBERT+HDBSCAN,322,"barnaby, joyce, speaks, nationals, mccormack, minister, michael, shadow, leadership, leader"
SBERT+HDBSCAN,323,"kelly, craig, frank, paul, mike, deputy, officer, medical, liberal, allegations"
SBERT+HDBSCAN,324,"young, people, new, program, kids, isolation, school, time, competition, teens"
SBERT+HDBSCAN,325,"blind, vision, braille, national, impaired, optometrist, drivers, ride, legally, disability"
SBERT+HDBSCAN,326,"ambulance, paramedic, ramping, ambulances, paramedics, patients, patient, volunteers, union, service"
SBERT+HDBSCAN,327,"council, ceo, suspended, councils, suspension, wingecarribee, regional, armidale, minister, meeting"
SBERT+HDBSCAN,328,"eating, disorders, disorder, anorexia, treatment, health, exercise, sports, qld, clinic"
SBERT+HDBSCAN,329,"endometriosis, semenya, caster, testosterone, diagnosis, sport, iaaf, appeal, world, court"
SBERT+HDBSCAN,330,"care, aged, commission, royal, home, government, nursing, homes, residents, federal"
SBERT+HDBSCAN,331,"dementia, alzheimers, helping, drug, study, new, people, trials, patients, helps"
SBERT+HDBSCAN,332,"disability, funding, wheelchair, support, changes, delays, family, proposed, advocates, pay"
SBERT+HDBSCAN,333,"weinstein, harvey, sexual, assault, trial, metoo, verdict, weinsteins, case, settlement"
SBERT+HDBSCAN,334,"penguins, penguin, little, island, antarctica, bird, zealand, new, west, king"
SBERT+HDBSCAN,335,"foster, care, carers, kids, victoria, children, carer, indigenous, woman, brothers"
SBERT+HDBSCAN,336,"royal, commission, hears, evidence, group, abuse, quaden, bayles, people, calls"
SBERT+HDBSCAN,337,"disability, people, disabilities, access, housing, disabled, workers, advocates, helping, employment"
SBERT+HDBSCAN,338,"autism, children, autistic, diagnosis, disability, helps, school, support, brisbane, look"
SBERT+HDBSCAN,339,"alcohol, drinking, liquor, pilbara, banned, restrictions, kimberley, drinkers, register, alcoholics"
SBERT+HDBSCAN,340,"ivf, fertility, donor, sperm, infertility, embryos, journey, clinic, egg, semen"
SBERT+HDBSCAN,341,"mothers, maternity, premature, babies, women, birth, day, mother, parents, canberra"
SBERT+HDBSCAN,342,"brain, surgery, injury, research, motor, disease, protect, injuries, researchers, neurone"
SBERT+HDBSCAN,343,"health, mental, royal, support, commission, anxiety, youth, victorian, victoria, funding"
SBERT+HDBSCAN,344,"icac, investigation, mps, speaker, corruption, inquiry, evidence, hears, legal, says"
SBERT+HDBSCAN,345,"ibac, casey, hears, councillor, developer, corruption, boss, aziz, sam, city"
SBERT+HDBSCAN,346,"police, court, murder, school, blackout, black, arrernte, family, death, restrictions"
SBERT+HDBSCAN,347,"hospital, health, doctors, doctor, hospitals, medical, private, rural, royal, insurance"
SBERT+HDBSCAN,348,"cancer, skin, melanoma, sunburn, sunscreen, check, treatment, research, sun, myths"
SBERT+HDBSCAN,349,"organ, donation, blood, donor, life, donors, transplant, donate, needed, new"
SBERT+HDBSCAN,350,"cancer, breast, surgery, patients, treatment, new, patient, australian, implants, implant"
SBERT+HDBSCAN,351,"asio, spy, foreign, spies, says, asd, boss, security, warns, secrets"
SBERT+HDBSCAN,352,"mayor, rockhampton, election, new, hooper, chris, candidates, nsw, mayoral, says"
SBERT+HDBSCAN,353,"resigns, nsw, quits, ceo, labor, resign, mayor, john, parliament, resignation"
SBERT+HDBSCAN,354,"parliament, federal, sitting, final, week, day, resumes, parliamentary, rules, time"
SBERT+HDBSCAN,355,"trade, china, trump, wall, war, street, donald, deal, asx, tariffs"
SBERT+HDBSCAN,356,"square, massacre, anniversary, china, kong, hong, vigil, hawke, bob, shows"
SBERT+HDBSCAN,357,"monaro, eden, election, labor, candidates, andrew, constance, victory, results, candidate"
SBERT+HDBSCAN,358,"green, antony, election, nsw, greens, biden, vote, result, house, looks"
SBERT+HDBSCAN,359,"kong, hong, says, extradition, quit, protest, leader, protests, speech, policy"
SBERT+HDBSCAN,360,"deb, lnp, election, qld, queensland, leader, palaszczuk, leadership, watchdog, state"
SBERT+HDBSCAN,361,"election, federal, labor, campaign, day, state, queensland, nsw, vote, voting"
SBERT+HDBSCAN,362,"mouse, plague, mice, rat, nsw, island, rats, farmers, locust, lord"
SBERT+HDBSCAN,363,"newspaper, regional, news, media, newspapers, corp, print, papers, press, printing"
SBERT+HDBSCAN,364,"kong, china, security, law, australia, national, visa, chinese, new, residents"
SBERT+HDBSCAN,365,"kong, protests, protesters, police, democracy, china, pro, protest, activists, protestors"
SBERT+HDBSCAN,366,"abc, radio, years, melbourne, celebrating, heywire, brisbane, wilcannia, speaks, canberra"
SBERT+HDBSCAN,367,"news, sydney, abc, melbourne, adelaide, election, update, launch, australia, nsw"
SBERT+HDBSCAN,368,"huawei, ban, china, trump, government, australia, contract, says, spying, executive"
SBERT+HDBSCAN,369,"superannuation, super, funds, changes, insurance, retirement, guarantee, increase, early, fund"
SBERT+HDBSCAN,370,"day, inquest, coronial, police, family, death, roberts, says, kill, findings"
SBERT+HDBSCAN,371,"building, collapse, miami, collapsed, collapses, apartment, wall, hotel, construction, rubble"
SBERT+HDBSCAN,372,"coronavirus, school, schools, students, covid, pandemic, queensland, amid, international, home"
SBERT+HDBSCAN,373,"china, sea, south, chinese, australia, vietnam, navy, ship, warships, carrier"
SBERT+HDBSCAN,374,"pauline, hanson, nation, young, says, sunrise, senate, sexual, check, inquiry"
SBERT+HDBSCAN,375,"porter, christian, rape, allegation, historical, insiders, denies, allegations, joins, minister"
SBERT+HDBSCAN,376,"defamation, case, abc, leyonhjelm, boss, sues, queensland, court, appeal, david"
SBERT+HDBSCAN,377,"geoffrey, rush, daily, defamation, telegraph, case, appeal, million, trial, revealed"
SBERT+HDBSCAN,378,"deaf, hearing, cochlear, implant, impaired, loss, children, community, implants, patients"
SBERT+HDBSCAN,379,"waste, recycling, plastic, plastics, use, ban, landfill, single, carbon, food"
SBERT+HDBSCAN,380,"tinder, dating, app, apps, online, sexual, coronavirus, grindr, violence, rise"
SBERT+HDBSCAN,381,"taiwan, china, chinese, says, pacific, minister, kiribati, president, foreign, taiwans"
SBERT+HDBSCAN,382,"eggs, egg, salmonella, chickens, outbreak, range, free, emu, laying, contamination"
SBERT+HDBSCAN,383,"tracing, coronavirus, contact, app, covid, covidsafe, victoria, tracers, australia, tracking"
SBERT+HDBSCAN,384,"yang, china, hengjun, australian, detained, writer, dfat, detention, blocked, espionage"
SBERT+HDBSCAN,385,"xinjiang, china, uyghur, chinese, genocide, muslims, camps, treatment, detention, uyghurs"
SBERT+HDBSCAN,386,"china, australia, trade, chinese, australian, tensions, chinas, relationship, world, relations"
SBERT+HDBSCAN,387,"yuendumu, police, rolfe, zachary, shooting, walker, kumanjayi, hearing, committal, trial"
SBERT+HDBSCAN,388,"cane, frog, frogs, toad, toads, endangered, nsw, species, burrowing, baby"
SBERT+HDBSCAN,389,"violence, domestic, women, family, coronavirus, coercive, control, hannah, police, nsw"
SBERT+HDBSCAN,390,"march, justice, womens, women, higgins, brittany, thousands, janine, hendry, canberra"
SBERT+HDBSCAN,391,"wedding, coronavirus, covid, weddings, restrictions, funeral, nsw, funerals, guests, queensland"
SBERT+HDBSCAN,392,"gargasoulas, bourke, street, inquest, james, attack, hears, police, killer, driver"
SBERT+HDBSCAN,393,"dorian, hurricane, bahamas, hits, damage, trump, donald, braces, florida, people"
SBERT+HDBSCAN,394,"women, international, day, womens, gender, stereotypes, men, world, taking, pacific"
SBERT+HDBSCAN,395,"updates, live, australia, covid, latest, news, blog, victoria, update, april"
SBERT+HDBSCAN,396,"gender, women, equality, strike, womens, culture, swiss, iwd, aflw, discrimination"
SBERT+HDBSCAN,397,"women, parliament, female, election, vote, politics, elected, government, politicians, womens"
SBERT+HDBSCAN,398,"tasmania, news, blog, april, hobart"
SBERT+HDBSCAN,399,"hobart, tasmania, sydney, tasmanian, yacht, race, hobarts, curious, briefing, years"
SBERT+HDBSCAN,400,"tasmania, news, briefing, tasmanian, july, february, morning, monday, august, january"
SBERT+HDBSCAN,401,"suicide, health, prevention, mental, kimberley, suicides, veteran, inquest, coroner, youth"
SBERT+HDBSCAN,402,"gun, laws, new, australia, guns, political, election, zealand, general, nation"
SBERT+HDBSCAN,403,"christchurch, shooting, mosque, attack, shootings, new, zealand, victims, attacks, vienna"
SBERT+HDBSCAN,404,"centrelink, robodebt, government, scheme, debt, class, debts, action, settlement, repay"
SBERT+HDBSCAN,405,"latest, qld, doctor"
SBERT+HDBSCAN,406,"season, finale, episode, winterfell, battle, dragons, war, predictions, live, cup"
SBERT+HDBSCAN,407,"cook, captain, james, beer, indigenous, thomas, anniversary, history, questions, people"
SBERT+HDBSCAN,408,"christmas, island, shopping, day, lunch, party, brisbane, australia, australians, holiday"
SBERT+HDBSCAN,409,"day, australia, new, celebrations, date, years, eve, year, australians, canberra"
SBERT+HDBSCAN,410,"coronavirus, covid, wastewater, sewage, testing, queensland, test, cases, detected, adelaide"
SBERT+HDBSCAN,411,"testing, tested, test, sydney, health, residents, man, australia, people, rapid"
SBERT+HDBSCAN,412,"cases, records, new, deaths, cafasso, case, locally, acquired, recorded, active"
SBERT+HDBSCAN,413,"australia, ceo, capital, bain, bidders, jayne, voluntary, hrdlicka, government, scurrah"
SBERT+HDBSCAN,414,"retail, retailers, sales, shopping, stores, day, workers, seasonal, christmas, boxing"
SBERT+HDBSCAN,415,"charity, charities, donations, money, fundraiser, volunteer, philanthropy, demand, outreach, homeless"
SBERT+HDBSCAN,416,"dies, aged, dead, actor, age, australian, star, funeral, michael, died"
SBERT+HDBSCAN,417,"brett, victorians, officer, health, chief, says, victorias, urges, apologises, lockdown"
SBERT+HDBSCAN,418,"new, cases, records, nsw, queensland, locally, acquired, case, recorded, says"
SBERT+HDBSCAN,419,"flights, cheap, regional, jetstar, flight, airfares, government, airlines, bestjet, tourism"
SBERT+HDBSCAN,420,"wool, industry, shearing, market, australian, woolgrowers, shed, china, shearers, shearer"
SBERT+HDBSCAN,421,"homelessness, homeless, housing, tiny, city, tent, women, government, older, house"
SBERT+HDBSCAN,422,"coronavirus, airline, court, nsw, virgin, workers, pandemic, sick, cuts, flights"
SBERT+HDBSCAN,423,"flights, flight, tourism, sydney, says, plane, singapore, crew, leaves, london"
SBERT+HDBSCAN,424,"staff, joyce, alan, cut, workers, job, jobs, boss, outsourcing, ceo"
SBERT+HDBSCAN,425,"coronavirus, home, workers, work, working, staff, women, sick, fifo, pandemic"
SBERT+HDBSCAN,426,"coronavirus, rent, rental, covid, housing, house, landlords, property, market, prices"
SBERT+HDBSCAN,427,"housing, house, prices, property, market, rental, home, price, rent, crisis"
SBERT+HDBSCAN,428,"variant, strain, covid, officials, outbreak, infectious, outbreaks, strains, says, virulent"
SBERT+HDBSCAN,429,"government, federal, announces, state, funding, governments, states, relations, industrial, says"
SBERT+HDBSCAN,430,"coronavirus, jobkeeper, jobs, jobseeker, unemployment, covid, job, pandemic, government, australia"
SBERT+HDBSCAN,431,"anzac, day, coronavirus, service, war, dawn, veterans, services, david, queensland"
SBERT+HDBSCAN,432,"quarantine, hotel, coronavirus, covid, victoria, inquiry, nsw, new, queensland, cases"
SBERT+HDBSCAN,433,"coronavirus, business, businesses, small, pandemic, covid, crisis, survive, recovery, regional"
SBERT+HDBSCAN,434,"australians, stranded, overseas, australian, home, travel, help, government, india, return"
SBERT+HDBSCAN,435,"coronavirus, restaurants, restaurant, cafes, restrictions, covid, cafe, pubs, queensland, melbourne"
SBERT+HDBSCAN,436,"snake, brown, snakes, python, eastern, large, bite, black, massive, man"
SBERT+HDBSCAN,437,"turtle, turtles, sea, green, island, river, hatchlings, flatback, queensland, baby"
SBERT+HDBSCAN,438,"tourism, new, outback, travel, tourists, operators, queensland, industry, visitors, campaign"
SBERT+HDBSCAN,439,"supermarket, shopping, panic, buying, retail, shoppers, shortage, centres, stores, shops"
SBERT+HDBSCAN,440,"coronavirus, food, covid, pandemic, meat, farmers, demand, flowers, despite, security"
SBERT+HDBSCAN,441,"cemetery, graves, burial, old, coffins, egypt, unmarked, grave, bodies, archaeologists"
SBERT+HDBSCAN,442,"coronavirus, economy, economic, covid, recession, recovery, cost, budget, government, australia"
SBERT+HDBSCAN,443,"stimulus, coronavirus, package, government, covid, economic, announces, billion, dollar, second"
SBERT+HDBSCAN,444,"university, cuts, charles, funding, fees, sturt, job, fee, changes, degree"
SBERT+HDBSCAN,445,"school, students, schools, education, teachers, nsw, international, queensland, year, parents"
SBERT+HDBSCAN,446,"andrews, daniel, says, premier, victoria, victorian, announces, lockdown, restrictions, victorias"
SBERT+HDBSCAN,447,"tree, trees, timber, change, native, forest, forestry, logging, industry, christmas"
SBERT+HDBSCAN,448,"frydenberg, josh, treasurer, budget, joins, federal, insiders, speaks, says, discusses"
SBERT+HDBSCAN,449,"sydney, airport, western, melbourne, delays, international, land, adelaide, flight, perth"
SBERT+HDBSCAN,450,"gold, coast, mountain, bike, schoolies, tourism, mackay, new, push, coasts"
SBERT+HDBSCAN,451,"australians, australia, australias, migrants, older, growing, talks, australian, says, people"
SBERT+HDBSCAN,452,"ceo, bank, austrac, money, laundering, asic, lending, banking, boss, home"
SBERT+HDBSCAN,453,"work, workers, day, week, casual, working, time, leave, young, new"
SBERT+HDBSCAN,454,"delays, sydney, train, trains, traffic, melbourne, crash, major, nsw, metro"
SBERT+HDBSCAN,455,"coronavirus, trump, donald, covid, biden, election, joe, vaccine, fauci, says"
SBERT+HDBSCAN,456,"taylor, swift, album, takes, beyonce, music, says, artist, grammy, netflix"
SBERT+HDBSCAN,457,"anniversary, australian, story, celebrates, years, max, mad, celebrate, marks, growing"
SBERT+HDBSCAN,458,"rail, train, line, light, adelaide, route, road, freight, ellenbrook, railway"
SBERT+HDBSCAN,459,"congestion, traffic, queensland, brisbane, transport, perth, busting, plan, worsen, north"
SBERT+HDBSCAN,460,"rail, light, canberra, sydney, transport, fast, federal, stage, government, geelong"
SBERT+HDBSCAN,461,"fowler, lucas, canada, murder, suspects, manhunt, mcleod, schmegelsky, canadian, kam"
SBERT+HDBSCAN,462,"prize, nobel, awarded, physics, winner, peace, scientists, prizes, win, makes"
SBERT+HDBSCAN,463,"wage, growth, wages, minimum, pay, rise, workers, living, jobs, low"
SBERT+HDBSCAN,464,"tax, ato, multinationals, rental, claims, transparency, shares, backpacker, huang, billion"
SBERT+HDBSCAN,465,"amp, amps, profit, asic, loss, shareholders, commission, service, new, company"
SBERT+HDBSCAN,466,"economic, economy, recession, australia, gdp, australias, growth, business, figures, australian"
SBERT+HDBSCAN,467,"budget, federal, tax, cuts, government, winners, surplus, losers, deficit, spending"
SBERT+HDBSCAN,468,"banks, big, bank, asic, banking, results, bendigo, year, branch, open"
SBERT+HDBSCAN,469,"royal, banking, commission, banks, recommendations, hayne, report, bank, shareholders, kenneth"
SBERT+HDBSCAN,470,"coronavirus, market, share, markets, stock, stocks, shares, australian, fears, investors"
SBERT+HDBSCAN,471,"unemployment, rate, jobs, employment, figures, rise, falls, numbers, shows, data"
SBERT+HDBSCAN,472,"jobkeeper, jobseeker, payment, businesses, says, changes, workers, calls, government, jobs"
SBERT+HDBSCAN,473,"lending, mortgage, loan, home, borrowers, responsible, banks, laws, rules, loans"
SBERT+HDBSCAN,474,"church, trinity, old, christian, heritage, bell, light, catholic, anglican, aboriginal"
SBERT+HDBSCAN,475,"netflix, review, avengers, marvel, series, streaming, endgame, superhero, sbs, disney"
SBERT+HDBSCAN,476,"street, rate, cut, reserve, federal, fed, asx, jones, dow, ahead"
SBERT+HDBSCAN,477,"rates, rate, bank, cut, reserve, cuts, low, banks, hold, record"
SBERT+HDBSCAN,478,"rba, rates, rate, cut, cuts, government, bank, philip, lowe, governor"
SBERT+HDBSCAN,479,"coronavirus, covid, declares, queensland, sydney, government, melbourne, greater, australia, brisbane"
SBERT+HDBSCAN,480,"shooting, police, gunman, community, investigate, report, crime, people, gunner, man"
SBERT+HDBSCAN,481,"asx, wall, street, record, high, market, australian, tech, rise, dollar"
SBERT+HDBSCAN,482,"coronavirus, covid, wall, street, dow, vaccine, jones, fall, rise, record"
SBERT+HDBSCAN,483,"spider, spiders, web, funnel, venom, huntsman, floods, home, new, nsw"
SBERT+HDBSCAN,484,"fruit, fly, armyworm, fall, pest, beetle, queensland, insect, moth, australia"
SBERT+HDBSCAN,485,"boeing, max, ethiopian, airlines, crash, crashes, flight, pilots, planes, safety"
SBERT+HDBSCAN,486,"india, covid, coronavirus, indias, cases, vaccine, million, indian, daily, lockdown"
SBERT+HDBSCAN,487,"barley, china, trade, tariffs, australia, australian, tariff, farmers, wto, dispute"
SBERT+HDBSCAN,488,"reef, great, barrier, coral, bleaching, scientists, change, sea, climate, island"
SBERT+HDBSCAN,489,"helicopter, rescue, pilot, helicopters, chopper, search, charters, team, tasmania, deployed"
SBERT+HDBSCAN,490,"crash, plane, helicopter, pilot, crashes, light, aircraft, atsb, report, air"
SBERT+HDBSCAN,491,"indigenous, aboriginal, language, program, community, school, culture, treaty, youth, government"
SBERT+HDBSCAN,492,"statue, vandalised, statues, dutch, removal, colonial, vandalism, townsville, war, portland"
SBERT+HDBSCAN,493,"lake, lakes, pink, water, malbena, entrance, river, green, algae, eco"
SBERT+HDBSCAN,494,"art, artist, exhibition, indigenous, artists, mural, gallery, painting, australian, new"
SBERT+HDBSCAN,495,"museum, new, art, national, townsville, collection, preservation, powerhouse, life, buildings"
SBERT+HDBSCAN,496,"dairy, milk, farmers, cheese, industry, price, bega, dairies, maleny, coles"
SBERT+HDBSCAN,497,"lobster, rock, industry, seismic, testing, china, lobsters, trade, exports, changes"
SBERT+HDBSCAN,498,"fish, fishing, menindee, salmon, kill, river, seafood, murray, industry, tuna"
SBERT+HDBSCAN,499,"interview, speaks, extended, business, elizabeth, baker, gaines, marnie, sally, amanda"
SBERT+HDBSCAN,500,"interview, extended, business, speaks, peter, mark, paul, andrew, john, david"
SBERT+HDBSCAN,501,"cockatoos, cockatoo, black, bins, numbers, carnabys, rare, glossy, bird, years"
SBERT+HDBSCAN,502,"prize, archibald, wins, portrait, art, winner, david, room, packing, painting"
SBERT+HDBSCAN,503,"flowers, flower, edible, roses, valentines, day, industry, bloom, rose, herb"
SBERT+HDBSCAN,504,"plus, takes, jane, seth, adam, melissa, david, louise, montaigne, tim"
SBERT+HDBSCAN,505,"honours, queens, birthday, australia, awards, day, australian, award, year, wins"
SBERT+HDBSCAN,506,"studio, review, nathan, felicity, brett, page, stephen, film, daniel, sam"
SBERT+HDBSCAN,507,"emma, caroline, robinson, michelle, jones, field, shirley, thompson, review, jackson"
SBERT+HDBSCAN,508,"oscars, golden, globes, awards, best, academy, oscar, carpet, red, winners"
SBERT+HDBSCAN,509,"emmys, emmy, awards, know, schitts, winners, primetime, creek, red, carpet"
SBERT+HDBSCAN,510,"victoria, cases, new, records, local, deaths, recorded, highest, number, victorias"
SBERT+HDBSCAN,511,"bats, flying, bat, foxes, fox, baby, adelaide, people, cairns, chinchilla"
SBERT+HDBSCAN,512,"tiger, zoo, king, india, shoalhaven, lions, indian, euthanased, lion, cubs"
SBERT+HDBSCAN,513,"elephant, elephants, botswana, india, man, sri, lanka, die, wildlife, killed"
SBERT+HDBSCAN,514,"dance, dancing, ballet, australian, new, life, parties, dancers, townsville, dancer"
SBERT+HDBSCAN,515,"dingo, dingoes, fraser, island, fence, attack, toddler, dingos, alpine, camping"
SBERT+HDBSCAN,516,"coronavirus, beaches, northern, covid, beach, sydney, nsw, cluster, live, news"
SBERT+HDBSCAN,517,"food, bush, coffee, foods, delivery, australian, restaurant, health, indigenous, native"
SBERT+HDBSCAN,518,"cattle, meat, sheep, live, beef, export, vegan, station, industry, lamb"
SBERT+HDBSCAN,519,"kangaroo, kangaroos, wildlife, high, outback, hop, common, tourists, concern, cull"
SBERT+HDBSCAN,520,"birds, bird, parrot, night, endangered, eagle, eagles, geese, cassowary, big"
SBERT+HDBSCAN,521,"platypus, possum, pygmy, endangered, extinction, possums, quolls, species, risk, platypuses"
SBERT+HDBSCAN,522,"pigs, pig, feral, farm, queensland, station, peppa, trap, pest, streets"
SBERT+HDBSCAN,523,"fever, swine, african, pigs, pork, china, prices, pig, outbreak, vaccine"
SBERT+HDBSCAN,524,"cotton, industry, crop, north, scientists, ord, gin, station, public, valley"
SBERT+HDBSCAN,525,"darling, basin, water, plan, royal, commission, irrigators, nsw, rail, report"
SBERT+HDBSCAN,526,"cat, cats, feral, big, council, queensland, native, caught, endangered, canberra"
SBERT+HDBSCAN,527,"dog, dogs, pet, pets, attack, man, police, puppy, canberra, queensland"
SBERT+HDBSCAN,528,"coronavirus, music, covid, live, festival, pandemic, arts, concert, lockdown, choir"
SBERT+HDBSCAN,529,"pools, pool, new, swimming, reopen, australia, figure, canberra, sydney, griffin"
SBERT+HDBSCAN,530,"erosion, beach, coastal, island, bribie, bay, byron, sand, port, beaches"
SBERT+HDBSCAN,531,"fruit, mango, apple, strawberry, citrus, growers, australia, industry, orange, new"
SBERT+HDBSCAN,532,"farmers, farm, farming, farmer, agriculture, harvest, australian, grain, crop, new"
SBERT+HDBSCAN,533,"police, tasered, taser, officer, man, breath, test, driver, aboriginal, fremantle"
SBERT+HDBSCAN,534,"cyclone, fiji, vanuatu, harold, yasa, tropical, coronavirus, category, damage, residents"
SBERT+HDBSCAN,535,"cyclone, trevor, veronica, coast, tropical, queensland, oma, damien, pilbara, aftermath"
SBERT+HDBSCAN,536,"festival, music, adelaide, crowds, festivals, attend, fringe, thousands, regional, despite"
SBERT+HDBSCAN,537,"music, opera, australian, theatre, sydney, house, musical, film, piano, streaming"
SBERT+HDBSCAN,538,"dam, water, warragamba, paradise, wall, bundaberg, cost, river, spilling, nsw"
SBERT+HDBSCAN,539,"sex, gay, lgbt, transgender, marriage, law, indonesia, taiwan, brunei, ban"
SBERT+HDBSCAN,540,"cannabis, medicinal, act, laws, marijuana, canberra, crop, market, drug, australia"
SBERT+HDBSCAN,541,"drought, farmers, rain, nsw, water, queensland, affected, stricken, rejoice, federal"
SBERT+HDBSCAN,542,"water, farmers, nsw, restrictions, sydney, river, drought, residents, government, new"
SBERT+HDBSCAN,543,"dust, storm, storms, mildura, queensland, turns, nsw, sweeps, weather, day"
SBERT+HDBSCAN,544,"evacuated, residents, sydney, melbourne, jilkminggan, nsw, people, evacuates, home, hundreds"
SBERT+HDBSCAN,545,"indonesia, covid, coronavirus, cases, indonesian, thailand, bali, deaths, thai, pandemic"
SBERT+HDBSCAN,546,"lockdown, melbourne, victoria, sydney, extended, lockdowns, nsw, new, says, day"
SBERT+HDBSCAN,547,"townsville, floods, flood, floodwaters, flooding, mould, residents, clean, disaster, months"
SBERT+HDBSCAN,548,"tasmania, coronavirus, cases, west, outbreak, north, restrictions, covid, new, tasmanian"
SBERT+HDBSCAN,549,"nsw, australia, closure, queensland, new, opens, south, zone, rules, cases"
SBERT+HDBSCAN,550,"restrictions, nsw, victoria, new, queensland, australia, premier, regional, reopening, sydney"
SBERT+HDBSCAN,551,"border, nsw, queensland, borders, victoria, restrictions, closure, open, hard, premier"
SBERT+HDBSCAN,552,"flu, influenza, outbreak, deaths, cases, season, dies, worst, queensland, deadly"
SBERT+HDBSCAN,553,"care, coronavirus, aged, victoria, covid, melbourne, home, outbreak, hospital, restrictions"
SBERT+HDBSCAN,554,"border, queensland, nsw, restrictions, victoria, closure, borders, closures, palaszczuk, police"
SBERT+HDBSCAN,555,"border, hard, borders, closure, says, set, states, opening, close, closures"
SBERT+HDBSCAN,556,"tornado, power, storm, tornadoes, homes, storms, thousands, severe, rips, kills"
SBERT+HDBSCAN,557,"hail, storm, storms, weather, queensland, south, east, wild, rain, qld"
SBERT+HDBSCAN,558,"snow, falls, australia, tasmania, south, queensland, cold, victoria, ski, weather"
SBERT+HDBSCAN,559,"rain, queensland, rainfall, heavy, west, central, western, south, outback, weather"
SBERT+HDBSCAN,560,"flooding, flood, queensland, floods, rain, nsw, north, flash, qld, coast"
SBERT+HDBSCAN,561,"weather, sydney, nsw, forecast, queensland, rain, warns, storms, south, severe"
SBERT+HDBSCAN,562,"heatwave, record, weather, perth, heat, hottest, australia, hot, records, temperature"
SBERT+HDBSCAN,563,"prison, detention, prisoner, youth, prisoners, centre, jail, escape, canberra, escapee"
SBERT+HDBSCAN,564,"youth, crime, townsville, queensland, lnp, qld, cairns, young, police, juvenile"
